What is your age,What is your gender identity,Other (please specify)...4,American Indian or Alaska Native,Asian or Asian American,Black or African American,Hispanic or Latino,Middle Eastern or North African,Native Hawaiian or other Pacific Islander,White,Another race,Other (please specify)...13,In what state or U.S. territory do you live?,What is the geography of your place of residence?,Which of the following best describes your current relationship status?,What is the highest level of education you have completed?,Protestantism,Catholicism,Christianity,Judaism,Islam,Buddhism,Hinduism,Native American,Inter/Non-denominational,No religion,Other (please specify)...28,RHISum,RHIMean,PeerMean,MentorMean,CommunityMean,Zest,Engagement,Authenticity,SocialScore,EmotionalScore,Loneliness
21,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,New Jersey,Suburban,"Single, never married",3 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,69,3.6315789473684212,2.4166666666666665,1,2.0714285714285716,1.4615384615384615,1.5833333333333333,2.5833333333333335,5,6,11
43,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Kansas,Suburban,Cohabiting with a significant other or in a domestic partnership,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,107,5.631578947368421,3.5833333333333335,2.5454545454545454,2.5714285714285716,2.6923076923076925,2.8333333333333335,3.1666666666666665,4,6,10
28,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Massachusetts,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,112,5.894736842105263,3.4166666666666665,3.5454545454545454,2.2857142857142856,3,3,3.0833333333333335,3,1,4
33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Utah,Suburban,Married,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,141,7.421052631578948,4.333333333333333,3.8181818181818183,3.357142857142857,3.8461538461538463,4.083333333333333,3.5,0,5,5
54,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Tennessee,Urban,Divorced,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,94,4.947368421052632,3.6666666666666665,2.4545454545454546,1.6428571428571428,2.1538461538461537,2.5833333333333335,2.9166666666666665,2,0,2
42,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Florida,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,Hinduism,NA,NA,NA,NA,114,6,3.75,3.4545454545454546,2.2142857142857144,3.1538461538461537,3.5833333333333335,2.5,5,6,11
71,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Massachusetts,Suburban,Divorced,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiritual leaning Buddhist,NA,NA,NA,2.727272727272727,NA,3.3846153846153846,NA,2.3333333333333335,5,1,6
23,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,New York,Urban,"Single, never married",3 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,130,6.842105263157895,3.3333333333333335,3.8181818181818183,3.4285714285714284,3.4615384615384617,3.9166666666666665,3.1666666666666665,1,1,2
44,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Rural,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,105,5.526315789473684,2.8333333333333335,3.272727272727273,2.5,2.4615384615384617,2.8333333333333335,3.25,4,4,8
35,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Suburban,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,121,6.368421052631579,3.3333333333333335,3.4545454545454546,3.0714285714285716,3.4615384615384617,3.6666666666666665,2.6666666666666665,4,6,10
66,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Suburban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,Hinduism,NA,NA,No religion,NA,148,7.7894736842105265,3.25,5,3.857142857142857,3.6153846153846154,3.9166666666666665,4.5,2,5,7
64,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Rural,Divorced,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,5.842105263157895,2.4166666666666665,3.909090909090909,2.7857142857142856,2.769230769230769,3.3333333333333335,2.9166666666666665,3,6,9
41,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,116,6.105263157894737,3.3333333333333335,3.6363636363636362,2.5714285714285716,3,3.4166666666666665,3,0,0,0
32,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,West Virginia,Suburban,Cohabiting with a significant other or in a domestic partnership,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,3.25,NA,2.2142857142857144,NA,2.8333333333333335,3.4166666666666665,4,6,10
36,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Urban,Separated,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,109,5.7368421052631575,3.1666666666666665,3.090909090909091,2.642857142857143,2.8461538461538463,2.8333333333333335,3.1666666666666665,5,6,11
41,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Urban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,120,6.315789473684211,3.3333333333333335,3.8181818181818183,2.7142857142857144,3.3846153846153846,3.5,2.8333333333333335,4,5,9
36,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Wisconsin,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,128,6.7368421052631575,3.5,3.3636363636363638,3.5,3.5384615384615383,3.5,3.3333333333333335,5,5,10
51,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Rural,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,5.368421052631579,2.3333333333333335,2.8181818181818183,3.0714285714285716,2.769230769230769,3,2.5,2,5,7
43,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Suburban,Married,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,6.157894736842105,3.75,3.272727272727273,2.5714285714285716,3,3.6666666666666665,2.8333333333333335,2,1,3
70,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,98,5.157894736842105,3.0833333333333335,3,2,2.1538461538461537,3.0833333333333335,2.75,1,3,4
64,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Pennsylvania,Suburban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,122,6.421052631578948,4.166666666666667,2.6363636363636362,3.0714285714285716,3.076923076923077,4.083333333333333,2.75,0,0,0
63,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Maine,Suburban,Divorced,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,160,8.421052631578947,4.583333333333333,5,3.5714285714285716,4.769230769230769,4.75,3.4166666666666665,3,4,7
43,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Illinois,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agnostic,99,5.2105263157894735,2.8333333333333335,2.8181818181818183,2.4285714285714284,2.230769230769231,2.8333333333333335,3,5,3,8
27,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Suburban,"Single, never married",Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,94,4.947368421052632,3.75,1.6363636363636365,2.2142857142857144,2.3076923076923075,2.6666666666666665,2.6666666666666665,2,5,7
69,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Exurban,Cohabiting with a significant other or in a domestic partnership,2 years of college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,7.368421052631579,4,3.6363636363636362,3.7142857142857144,3.923076923076923,3.9166666666666665,3.5,0,0,0
32,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Suburban,Married,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,121,6.368421052631579,3.1666666666666665,4.545454545454546,2.357142857142857,3,3,3.8333333333333335,4,6,10
35,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Urban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,7.947368421052632,4.083333333333333,4.454545454545454,3.7857142857142856,4.076923076923077,4,4.166666666666667,5,6,11
32,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Minnesota,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,125,6.578947368421052,3.75,3.5454545454545454,2.9285714285714284,3.3846153846153846,3.5833333333333335,3.1666666666666665,0,1,1
71,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Illinois,Suburban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,6.2631578947368425,3.3333333333333335,3.1818181818181817,3.142857142857143,3.1538461538461537,3.5833333333333335,2.9166666666666665,3,3,6
56,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,125,6.578947368421052,3.5833333333333335,3.727272727272727,2.9285714285714284,3.1538461538461537,3.5,3.5,1,0,1
57,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Illinois,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,104,5.473684210526316,3.1666666666666665,2.3636363636363638,2.857142857142857,2.6153846153846154,2.5,3.3333333333333335,5,6,11
77,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Urban,Married,Completed graduate school,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.090909090909091,2.7142857142857144,NA,3.5,2.4166666666666665,5,6,11
43,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,116,6.105263157894737,3.5833333333333335,3.1818181818181817,2.7142857142857144,3.3076923076923075,3.0833333333333335,3,4,5,9
62,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Rural,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,6.2105263157894735,3.4166666666666665,3.3636363636363638,2.857142857142857,3.230769230769231,3.3333333333333335,3,5,6,11
78,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Divorced,Graduated from college,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4545454545454546,2.5714285714285716,NA,2.75,2.6666666666666665,5,4,9
29,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Tennessee,Suburban,Married,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,6.105263157894737,3.1666666666666665,2.8181818181818183,3.357142857142857,3,3.6666666666666665,2.75,3,4,7
32,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,"Single, never married",Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,132,6.947368421052632,4,3,3.642857142857143,3.6153846153846154,3.75,3.3333333333333335,5,5,10
60,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Georgia,Urban,Divorced,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,120,6.315789473684211,3.8333333333333335,3.090909090909091,2.857142857142857,3.1538461538461537,3,3.5833333333333335,5,2,7
46,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,113,5.947368421052632,3.75,3.090909090909091,2.4285714285714284,3,2.8333333333333335,3.3333333333333335,0,0,0
30,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Suburban,"Single, never married",Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,100,5.2631578947368425,2.75,2.909090909090909,2.5,2.4615384615384617,2.75,2.9166666666666665,2,6,8
29,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Colorado,Suburban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,132,6.947368421052632,3.6666666666666665,3.6363636363636362,3.4285714285714284,3.6153846153846154,3.8333333333333335,3.25,0,3,3
20,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Pennsylvania,Suburban,"Single, never married",2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,163,8.578947368421053,4.166666666666667,4.2727272727272725,4.714285714285714,4.461538461538462,4.5,4.25,0,1,1
35,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Exurban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,113,5.947368421052632,3.8333333333333335,3,2.4285714285714284,2.769230769230769,3.4166666666666665,3,0,1,1
38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,4.583333333333333,NA,2.5714285714285716,3.769230769230769,NA,3.8333333333333335,0,1,1
38,Gender queer,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Exurban,"Single, never married",3 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agnostic,93,4.894736842105263,2.5,2.727272727272727,2.357142857142857,2.3846153846153846,2.5,2.6666666666666665,4,6,10
28,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,White,NA,NA,Ohio,Suburban,Cohabiting with a significant other or in a domestic partnership,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,126,6.631578947368421,3.5,5,2.0714285714285716,3,3.25,4,5,5,10
23,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Mississippi,Suburban,"Single, never married",2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,153,8.052631578947368,4.583333333333333,4.363636363636363,3.5714285714285716,4.461538461538462,4.333333333333333,3.5833333333333335,0,0,0
32,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,108,5.684210526315789,2.9166666666666665,3.1818181818181817,2.7142857142857144,3,2.75,3,3,2,5
51,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Suburban,Married,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,6.2105263157894735,3.8333333333333335,2.4545454545454546,3.2142857142857144,3.3076923076923075,3.6666666666666665,2.5833333333333335,4,2,6
50,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,7.368421052631579,4.25,4,3.2142857142857144,3.923076923076923,4.25,3.1666666666666665,0,1,1
49,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,6.421052631578948,4.333333333333333,3.272727272727273,2.4285714285714284,3.230769230769231,3.4166666666666665,3.25,3,6,9
30,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Texas,Suburban,Married,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,97,5.105263157894737,3.25,3.1818181818181817,1.6428571428571428,2.8461538461538463,2.6666666666666665,2.3333333333333335,1,4,5
31,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,South Carolina,Suburban,Married,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,NA,NA,3.6666666666666665,1.9090909090909092,NA,2.6153846153846154,NA,3,2,4,6
36,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Kentucky,Rural,"Single, never married",Graduated from high school,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,107,5.631578947368421,3.1666666666666665,3.5454545454545454,2.142857142857143,2.5384615384615383,2.75,3.4166666666666665,5,2,7
48,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Minnesota,Rural,"Single, never married",Graduated from college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,77,4.052631578947368,1.8333333333333333,2.3636363636363638,2.0714285714285716,1.9230769230769231,1.8333333333333333,2.5,5,4,9
54,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Texas,Suburban,Divorced,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,141,7.421052631578948,4.166666666666667,5,2.5714285714285716,3.5384615384615383,3.6666666666666665,4.25,4,2,6
33,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Georgia,Suburban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,85,4.473684210526316,3.1666666666666665,2.1818181818181817,1.6428571428571428,2.076923076923077,2,2.8333333333333335,5,4,9
39,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Suburban,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.166666666666667,3.8181818181818183,NA,NA,3.8333333333333335,NA,1,3,4
47,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,102,5.368421052631579,2.5,3,2.7857142857142856,2.6923076923076925,3,2.5833333333333335,5,6,11
28,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Urban,Widowed,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,135,7.105263157894737,4.083333333333333,4.2727272727272725,2.7857142857142856,3.3846153846153846,3.6666666666666665,3.9166666666666665,4,5,9
55,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Rural,Married,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,7,4.166666666666667,3.3636363636363638,3.2857142857142856,3.6923076923076925,3.9166666666666665,3.1666666666666665,1,1,2
39,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Pennsylvania,Suburban,"Single, never married",Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,5.578947368421052,3.5,2.3636363636363638,2.7142857142857144,2.8461538461538463,2.9166666666666665,2.8333333333333335,2,2,4
49,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oklahoma,Urban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,133,7,3.8333333333333335,4.090909090909091,3,3.230769230769231,3.75,3.8333333333333335,4,6,10
33,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Suburban,"Single, never married",Graduated from high school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.4545454545454546,NA,3,2.75,NA,4,NA,NA
25,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,Texas,Urban,Married,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,6.631578947368421,3.25,4.090909090909091,3,3.3076923076923075,3.8333333333333335,3.0833333333333335,4,4,8
38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,143,7.526315789473684,4.25,4.181818181818182,3.2857142857142856,4.076923076923077,4.166666666666667,3.3333333333333335,0,0,0
33,Non-binary,NA,NA,NA,NA,NA,NA,NA,NA,Another race,NA,Pennsylvania,Suburban,Married,3 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pagan,73,3.8421052631578947,2.0833333333333335,1,2.642857142857143,1.7692307692307692,2,2.1666666666666665,5,6,11
29,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from high school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.727272727272727,3,3.230769230769231,NA,3.25,4,2,6
43,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Suburban,"Single, never married",Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,7.631578947368421,4.416666666666667,3.909090909090909,3.5,3.923076923076923,4.25,3.5833333333333335,0,3,3
45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,114,6,3.9166666666666665,3.4545454545454546,2.0714285714285716,2.923076923076923,3.4166666666666665,2.9166666666666665,5,5,10
20,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Texas,Suburban,"Single, never married",2 years of college,NA,Catholicism,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,111,5.842105263157895,3.6666666666666665,2.727272727272727,2.642857142857143,3,2.8333333333333335,3.1666666666666665,4,6,10
18,Cisgender woman,NA,NA,NA,Black or African American,Hispanic or Latino,NA,NA,NA,NA,NA,Texas,Urban,"Single, never married",11th grade,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,109,5.7368421052631575,3.6666666666666665,2,3.0714285714285716,2.8461538461538463,2.8333333333333335,3.1666666666666665,3,4,7
33,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,7.368421052631579,4,3.6363636363636362,3.7142857142857144,3.769230769230769,3.8333333333333335,3.75,1,6,7
26,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Texas,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,135,7.105263157894737,3.75,3.6363636363636362,3.5714285714285716,3.6153846153846154,3.8333333333333335,3.5,2,5,7
38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Nevada,Rural,Married,3 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,109,5.7368421052631575,3.5,3.5454545454545454,2,2.4615384615384617,2.5833333333333335,3.8333333333333335,5,6,11
53,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Rhode Island,Suburban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,6,3.1666666666666665,3.6363636363636362,2.5714285714285716,3,2.9166666666666665,3.3333333333333335,3,6,9
25,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Kansas,Suburban,"Single, never married",Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,123,6.473684210526316,3.6666666666666665,2.6363636363636362,3.5714285714285716,3.3076923076923075,3.9166666666666665,2.75,3,5,8
42,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Oregon,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,134,7.052631578947368,3.8333333333333335,4,3.142857142857143,3.769230769230769,3.8333333333333335,3.25,0,0,0
39,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Rural,"Single, never married",Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8333333333333335,NA,2,NA,2.6666666666666665,2.5,5,6,11
36,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Oregon,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,129,6.7894736842105265,3.8333333333333335,4.090909090909091,2.7142857142857144,3.4615384615384617,3.9166666666666665,3.0833333333333335,0,1,1
47,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Colorado,Suburban,Married,Completed graduate school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,141,7.421052631578948,4.666666666666667,3.6363636363636362,3.2142857142857144,3.8461538461538463,3.9166666666666665,3.6666666666666665,5,4,9
25,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Tennessee,Suburban,"Single, never married",Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,8.578947368421053,4.666666666666667,4.818181818181818,3.857142857142857,4.923076923076923,5,3.25,0,1,1
24,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Georgia,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,107,5.631578947368421,3.5833333333333335,3.090909090909091,2.142857142857143,3.230769230769231,2.5833333333333335,2.8333333333333335,4,6,10
33,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Rural,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,123,6.473684210526316,3.8333333333333335,3.272727272727273,2.9285714285714284,3.230769230769231,3.4166666666666665,3.3333333333333335,1,4,5
34,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,New Jersey,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,99,5.2105263157894735,3.9166666666666665,2.4545454545454546,1.7857142857142858,2.769230769230769,2.3333333333333335,2.9166666666666665,4,6,10
42,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,"Single, never married",Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,5.684210526315789,2.8333333333333335,3.272727272727273,2.7142857142857144,3.1538461538461537,2.5,3.0833333333333335,5,6,11
